name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
Nick Novak,00-0023096,no,HOU,K,,,,,,,,,,,21,18,382,54,31,0,29,2,29,,,,,,,,,,,,,16,0,36,1,36,,,,,,,,,,,,,,,,,,,

Drew Nowak,00-0029058,yes,SEA,,,,,,,0,0,1,0,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Mike Nugent,00-0023482,no,CIN,K,,,,,,,,,,,27,23,540,69,48,1,48,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Rakeem Nunez-Roches,00-0031957,no,KC,DT,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Owamagbe Odighizuwa,00-0031562,no,NYG,DE,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Pat O'Donnell,00-0031079,no,CHI,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,28,776,70,3097,,,,,,,,,,,,,,,,,,,

Jared Odrick,00-0027878,no,JAC,DE,6,1,0,5.5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Alex Ogletree,00-0030527,no,STL,OLB,15,0,0,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Alex Okafor,00-0030503,no,ARI,OLB,6,0,0,2,25,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Earl Okine,00-0030241,no,IND,DE,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Michael Ola,00-0030621,no,DET,OT,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Deji Olatoye,00-0030699,no,DAL,DB,3,0,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jamize Olawale,00-0029492,no,OAK,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,9,0,0,0,84,24,71,19,1,0,0,110

Nick O'Leary,00-0032117,no,BUF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,1,0,0,0,37,,,,,,,

Branden Oliver,00-0031277,no,SD,RB,,,,,,,,,,,,,,,,,,,,68,75,0,8,0,,,,,,,,,,,,,,,,,,55,0,13,0,0,0,112,31,38,0,0,0,0,108

Greg Olsen,00-0025418,no,CAR,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,113,77,7,0,0,1104,,,,,,,

Brian Orakpo,00-0026989,no,TEN,OLB,14,1,0,7,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Nate Orchard,00-0031556,no,CLE,OLB,12,1,1,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Dan Orlovsky,00-0023578,no,DET,QB,,,,,,,,,,,,,,,,,,,,,,,,,40,22,1,1,0,0,201,,,,,,,,,,,,,,,,,,,,,,,,

Zach Orr,00-0030700,no,BAL,LB,3,0,0,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Leon Orr,00-0031888,no,OAK,DT,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

James O'Shaughnessy,00-0031951,no,KC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,6,0,0,0,87,,,,,,,

Brock Osweiler,00-0029682,no,DEN,QB,,,,,,1,2,4,2,-3,,,,,,,,,,,,,,,275,170,6,10,0,0,1967,,,,,,,,,,,,,,,,,,21,35,7,1,1,0,61

Tyler Ott,00-0031156,yes,NYG,LS,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Owens,00-0027062,no,NO,DB,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chris Owusu,00-0028905,no,NYJ,WR,,,,,,,,,,,,,,,,,,,,29,30,0,2,0,,,,,,,,,,,,,,,,,,64,0,6,0,0,0,80,,,,,,,

Calvin Pace,00-0022120,no,NYJ,OLB,7,2,0,3,15,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Stephen Paea,00-0027991,no,WAS,DE,8,1,0,2.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jeoffrey Pagan,00-0031074,yes,HOU,DE,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Carson Palmer,00-0021429,no,ARI,QB,,,,,,2,1,6,1,-7,,,,,,,,,,,,,,,538,342,11,35,0,0,4671,,,,,,,,,,,,,,,,,,25,33,8,1,0,0,24

Nate Palmer,00-0030104,no,GB,ILB,20,0,0,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Preston Parker,00-0027450,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,5,0,0,0,43,,,,,,,

Ron Parker,00-0028445,no,KC,SS,11,1,3,5,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

DeVante Parker,00-0031547,no,MIA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,86,26,3,1,0,494,,,,,,,

Brian Parker,00-0032089,no,KC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,0,0,0,6,,,,,,,

Cody Parkey,00-0030850,no,PHI,K,,,,,,,,,,,4,3,105,9,7,0,7,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jermey Parnell,00-0026839,yes,JAC,T,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

David Parry,00-0031592,no,IND,NT,15,0,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Tyler Patmon,00-0031276,no,DAL,DB,2,0,0,0,10,,,,,,,,,,,,,,,13,20,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Cordarrelle Patterson,00-0030578,no,MIN,WR,,,,,,1,0,1,0,0,,,,,,,,,,475,610,93,32,2,,,,,,,,,,,,,,,,,,10,0,2,0,0,0,10,2,15,0,0,0,0,15

Cordarrelle Patterson,00-0031857,yes,IND,CB,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Quinton Patton,00-0030450,no,SF,WR,,,,,,,,,,,,,,,,,,,,130,137,0,7,0,,,,,,,,,,,,,,,,,,263,21,30,1,0,0,394,1,5,0,0,0,0,5

Spencer Paysinger,00-0028368,no,MIA,LB,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Isaiah Pead,00-0029626,yes,STL,,,,,,,1,0,1,0,0,,,,,,,,,,21,22,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,0,3

Erik Pears,00-0023016,yes,SF,T,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Andrus Peat,00-0032203,yes,NO,OT,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Cedric Peerman,00-0026932,no,CIN,RB,0,1,0,0,2,,,,,,,,,,,,,,,44,44,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Domata Peko,00-0024338,no,CIN,DT,18,0,0,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Donald Penn,00-0023894,yes,OAK,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,3,,,,,,,

Mike Pennel,00-0030757,no,GB,DE,8,1,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Julius Peppers,00-0021140,no,GB,OLB,10,2,0,11.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Justin Perillo,00-0030758,no,GB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,11,11,1,0,0,102,,,,,,,

Nick Perry,00-0029408,no,GB,OLB,14,1,0,3.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Denzel Perryman,00-0032103,no,SD,ILB,9,1,0,2,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Mike Person,00-0028177,no,ATL,C,,,,,,1,0,4,0,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Marcus Peters,00-0032165,no,KC,CB,7,1,8,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Adrian Peterson,00-0025394,no,MIN,RB,,,,,,3,3,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,0,30,0,0,0,222,327,461,232,11,0,0,1485

Patrick Peterson,00-0027943,no,ARI,CB,0,1,2,0,33,0,0,4,0,0,,,,,,,,,,46,46,0,2,0,,,,,,,,,,,,,108,180,0,32,0,,,,,,,,,,,,,,

Brandon Pettigrew,00-0026996,no,DET,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2,7,1,0,0,67,,,,,,,

Adrian Phillips,00-0026171,no,NO,,4,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

John Phillips,00-0027139,no,SD,TE,,,,,,,,,,,,,,,,,,,,18,18,0,2,0,,,,,,,,,,,,,,,,,,45,1,10,1,0,0,69,,,,,,,

Dashaun Phillips,00-0030963,no,WAS,DB,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Adrian Phillips,00-0031404,no,SD,CB,7,0,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jordan Phillips,00-0031557,no,MIA,DT,4,0,0,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Darius Philon,00-0032116,no,SD,DE,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Bernard Pierce,00-0029264,no,JAC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,3,0,0,0,7,6,8,0,0,0,0,11

Kevin Pierre-Louis,00-0031308,no,SEA,OLB,9,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jason Pierre-Paul,00-0027867,no,NYG,DE,5,0,0,1,21,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Bradley Pinion,00-0032065,no,SF,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,31,853,91,3969,,,,,,,,,,,,,,,,,,,

Ropati Pitoitua,00-0026016,no,TEN,DE,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Eddie Pleasant,00-0029520,no,HOU,DB,10,0,2,0.5,18,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Dontari Poe,00-0029688,no,KC,DE,10,1,0,1,29,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1

Chris Polk,00-0029438,no,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,11,16,1,0,0,109,99,146,1,1,0,0,334

Tracy Porter,00-0026180,no,CHI,CB,1,1,1,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Paul Posluszny,00-0025421,no,JAC,MLB,30,0,3,1,103,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Mike Pouncey,00-0027953,no,MIA,C,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Bilal Powell,00-0028064,no,NYJ,RB,,,,,,0,2,2,2,0,,,,,,,,,,20,20,0,1,0,,,,,,,,,,,,,,,,,,152,41,47,2,0,0,388,70,141,12,1,0,0,313

Ty Powell,00-0031268,yes,BUF,WR,,,,,,,,,,,,,,,,,,,,51,57,0,3,0,,,,,,,,,,,,,16,16,0,1,0,,,,,,,,,,,,,,

Jerraud Powers,00-0027064,no,ARI,CB,6,0,1,1,44,0,0,0,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jordan Poyer,00-0030114,no,CLE,FS,12,0,2,1,25,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,0,0,0,10

Matt Prater,00-0023853,no,DET,K,,,,,,,,,,,24,22,531,66,38,0,36,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Sheldon Price,00-0029825,yes,IND,CB,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jay Prosch,00-0031085,no,HOU,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,25,0,0,0,0,33

Chris Prosinski,00-0028059,no,CHI,DB,2,1,0,1,21,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

MyCole Pruitt,00-0031585,no,MIN,TE,,,,,,,,,,,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,76,0,10,0,0,0,89,,,,,,,

Terrelle Pryor,00-0028825,no,CLE,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,1,0,0,0,42,1,-1,0,0,0,0,-1

Calvin Pryor,00-0031343,no,NYJ,SS,20,1,2,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Hayes Pullard,00-0032171,no,JAC,ILB,6,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Mike Purcell,00-0029890,no,SF,NT,4,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Andrew Quarless,00-0027753,no,GB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,4,0,0,0,31,,,,,,,

Brian Quick,00-0029640,no,STL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,10,0,0,0,102,,,,,,,

Ryan Quigley,00-0029493,no,NYJ,P,,,,,,,,,,,0,0,0,0,4,0,4,0,4,,,,,,,,,,,,,541,27,796,75,3287,,,,,,,,,,,,,,,,,,,

Glover Quin,00-0027081,no,DET,FS,11,1,4,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Robert Quinn,00-0027952,no,STL,DE,8,3,0,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Mario r.Butler,00-0028662,no,BUF,DB,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Darrin r.Walls,00-0028334,no,NYJ,CB,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Bobby Rainey,00-0029384,no,TB,RB,,,,,,1,6,8,6,0,,,,,,,,,,246,271,0,19,0,,,,,,,,,,,,,107,197,0,29,0,16,0,3,0,0,0,16,5,15,0,0,0,0,18

B.J. Raji,00-0026985,no,GB,NT,9,0,0,0.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Bacarri Rambo,00-0030289,no,BUF,SS,14,1,1,1,44,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Damarious Randall,00-0032251,no,GB,CB,5,0,3,0,51,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Rueben Randle,00-0029262,no,NYG,WR,,,,,,0,1,0,1,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,250,57,8,0,0,798,,,,,,,

Joseoh Randle,00-0030388,no,DAL,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,10,0,0,0,87,76,99,38,4,0,0,313

Jeremiah Ratliff,00-0023656,no,CHI,,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Thomas Rawls,00-0031897,no,SEA,RB,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,31,9,1,0,0,76,147,232,77,4,1,0,830

Shane Ray,00-0032221,no,DEN,LB,5,0,0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Keith Reaser,00-0031020,yes,SF,CB,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kevin Reddick,00-0030222,yes,BUF,LB,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Cory Redding,00-0021998,no,ARI,DE,1,0,1,0,3,0,0,0,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Marcel Reece,00-0026393,no,OAK,FB,,,,,,,,,,,,,,,,,,,,32,32,0,2,0,,,,,,,,,,,,,,,,,,180,14,30,3,0,0,269,10,27,0,0,0,0,36

Brooks Reed,00-0027980,no,ATL,OLB,7,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jordan Reed,00-0030472,no,WAS,TE,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,74,87,11,0,0,952,,,,,,,

Eric Reid,00-0030548,no,SF,FS,10,1,0,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Caraun Reid,00-0031071,no,DET,DT,6,0,0,2,23,0,0,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Trevor Reilly,00-0031000,no,NYJ,OLB,2,1,0,1,2,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Joe Reitz,00-0026408,no,IND,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0

Sean Renfree,00-0030569,no,ATL,QB,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,0,0,0,11,,,,,,,,,,,,,,,,,,1,-4,0,0,1,0,-4

Darrelle Revis,00-0025401,no,NYJ,CB,9,0,5,0,30,0,0,0,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Vincent Rey,00-0027245,no,CIN,OLB,33,0,1,1,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Kendall Reyes,00-0029256,no,SD,DE,6,0,1,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Chase Reynolds,00-0028795,no,STL,RB,,,,,,,,,,,,,,,,,,,,9,9,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

LaRoy Reynolds,00-0029955,no,CHI,ILB,1,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ed Reynolds,00-0031312,no,PHI,SAF,5,0,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Xavier Rhodes,00-0030575,no,MIN,CB,3,0,1,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Jordan Richards,00-0031559,no,NE,SS,4,1,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Sean Richardson,00-0029201,no,GB,CB,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Sheldon Richardson,00-0030573,no,NYJ,DE,15,2,0,4.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Paul Richardson,00-0031257,yes,SEA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,1,0,0,0,40,,,,,,,

Bobby Richardson,00-0032024,no,NO,DE,19,0,1,0.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Theo Riddick,00-0030107,no,DET,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,35,79,3,0,0,693,43,74,0,0,0,0,133

Stevan Ridley,00-0028011,no,NYJ,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,0,0,-2,36,52,0,0,0,0,90

Cody Riggs,00-0032041,no,TEN,CB,0,0,0,0,7,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Perry Riley,00-0027704,no,WAS,ILB,19,0,2,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Aaron Ripkowski,00-0031612,no,GB,FB,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,18,0,1,0,0,0,18,,,,,,,

Mychal Rivera,00-0030514,no,OAK,TE,,,,,,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,16,32,1,0,0,280,,,,,,,

Philip Rivers,00-0022942,no,SD,QB,,,,,,2,1,4,2,-2,,,,,,,,,,,,,,,662,438,13,29,3,2,4793,,,,,,,,,,,,,,,,,,17,25,0,0,0,0,28

Marcus Roberson,00-0030982,no,STL,CB,3,1,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Andre Roberts,00-0027691,no,WAS,WR,,,,,,,,,,,,,,,,,,,,83,149,99,7,1,,,,,,,,,,,,,,,,,,98,0,11,0,0,0,135,,,,,,,

Seth Roberts,00-0031166,no,OAK,WR,,,,,,,,,,,,,,,,,,,,23,24,0,2,0,,,,,,,,,,,,,,,,,,284,48,32,5,1,1,480,,,,,,,

Craig Robertson,00-0028834,no,CLE,ILB,20,0,1,0,29,0,0,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Nickell Robey,00-0030041,no,BUF,DB,6,0,0,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Patrick Robinson,00-0027882,no,SD,CB,7,0,1,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Trenton Robinson,00-0029297,no,WAS,,17,0,1,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Keenan Robinson,00-0029545,no,WAS,ILB,26,0,1,0,35,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Khiry Robinson,00-0030348,no,NO,RB,,,,,,,,,,,,,,,,,,,,33,33,0,2,0,,,,,,,,,,,,,,,,,,74,0,17,0,0,0,115,56,67,9,4,0,0,180

Denard Robinson,00-0030547,no,JAC,RB,,,,,,1,1,3,1,0,,,,,,,,,,27,31,0,2,0,,,,,,,,,,,,,,,,,,75,0,21,0,0,0,165,67,114,1,1,0,0,253

Allen Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,206,80,14,0,0,1400,,,,,,,

Josh Robinson,00-0031611,no,IND,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,6,0,0,0,33,17,27,0,0,0,0,39

Josh Robinson,00-0031624,no,MIN,OLB,2,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Brian Robison,00-0025489,no,MIN,DE,4,1,0,5,30,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Bradley Roby,00-0031372,no,DEN,FS,6,1,1,0,34,0,0,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Aaron Rodgers,00-0023459,no,GB,QB,,,,,,4,3,8,3,0,,,,,,,,,,,,,,,572,347,8,31,5,4,3821,,,,,,,,,,,,,,,,,,58,198,17,1,1,0,344

Jacquizz Rodgers,00-0028083,no,CHI,RB,,,,,,0,0,0,1,0,,,,,,,,,,15,15,0,1,0,,,,,,,,,,,,,,,,,,10,0,1,0,0,0,10,14,20,0,0,0,0,41

Richard Rodgers,00-0031384,no,GB,TE,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,101,58,8,1,1,510,1,11,0,0,0,0,11

